Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
6.3,0,0.127968205,3,209.627,2009,1,2,2,3984.813
17.5,1,0.007570599,4,144.6102,2009,1,2,2,2187.153
12.6,1,0.0,3,92.312,1985,2,0,0,372.848
5.765,0,0.081996785,0,40.1164,2004,2,1,1,540.6296
17.75,1,0.067777778,0,186.924,2009,1,2,2,3169.208
5.035,1,0.080362549,1,229.0036,2007,3,1,1,4326.3684
8.355,0,0.013929059,0,94.1462,1997,2,0,1,2221.1088
6.13,0,0.077169953,4,63.0536,2007,3,1,1,1225.072
10.5,1,0.0,0,143.3128,1997,2,0,1,1438.128
12.5,0,0.112681821,3,119.144,2009,1,2,2,3235.788
12.6,0,0.10080442,0,45.4744,1985,1,2,3,1041.3112
20.75,0,0.02512588,8,150.4734,2004,2,1,1,890.8404
12.6,1,0.122519571,13,93.0436,1985,1,2,3,2363.59
13.35,1,0.15021128,13,179.066,2007,3,1,1,2696.49
7.96,0,0.028357839,3,163.2894,2004,2,1,1,4530.1032
8.92,0,0.130663423,9,175.237,2007,3,1,1,2117.244
6.635,1,0.006335942,0,121.8098,1999,1,0,1,2048.6666
15.5,0,0.032845997,0,106.7938,1987,0,2,1,3215.814
6.13,0,0.076735903,4,62.4536,1997,2,0,1,1225.072
7.315,0,0.01530184,13,154.434,1997,2,0,1,1378.206
16.0,1,0.029377239,10,46.1718,1998,3,2,0,94.5436
16.85,0,0.233356571,13,146.576,1998,3,2,0,439.428
15.85,0,0.137053947,3,94.4094,2009,1,2,2,1047.3034
15.0,0,0.0,13,43.4744,1997,2,0,1,543.2928
19.1,0,0.177236497,9,172.3422,2004,2,1,1,2586.633
19.0,0,0.111830282,5,105.4622,1987,0,2,1,952.7598
13.5,0,0.0,0,84.654,1999,1,0,1,1211.756
16.75,1,0.008204465,3,99.8674,1999,1,0,1,2342.9502
12.6,1,0.02439015,1,95.9068,1985,1,2,3,3207.8244
9.195,1,0.064143995,5,85.9566,2002,3,1,1,1691.132
19.35,0,0.033275634,10,173.8738,2007,3,1,1,2432.8332
11.8,1,0.107662745,4,224.1772,2007,3,1,1,2890.9036
10.6,0,0.01115195,1,40.6454,2007,3,1,1,167.7816
13.65,1,0.013064516,6,115.5834,2002,3,1,1,1382.2008
14.85,1,0.009954237,13,158.263,1999,1,0,1,2659.871
12.6,0,0.021214364,8,48.2034,1985,2,0,0,97.2068
13.5,1,0.067859568,4,60.1562,2004,2,1,1,1599.9174
5.635,0,0.103481775,0,150.005,2002,3,1,1,1797.66
7.405,0,0.015358176,3,92.4146,2007,3,1,1,1459.4336
12.6,0,0.293066133,9,177.0712,1985,2,0,0,351.5424
11.35,0,0.030981392,13,51.9008,2007,3,1,1,708.4112
12.6,0,0.0,14,153.8024,1985,1,2,3,7741.9224
16.1,1,0.013623294,6,109.3596,2002,3,1,1,1186.4556
17.7,1,0.041098734,6,80.9276,2009,1,2,2,487.3656
13.1,0,0.01209726,11,188.853,2004,2,1,1,3225.801
14.3,1,0.034382602,0,96.5726,1987,0,2,1,2251.0698
12.6,0,0.035406842,13,244.317,1985,1,2,3,8262.578
8.6,0,0.090374342,9,114.3176,2002,3,1,1,1946.7992
5.78,1,0.074451126,13,264.5568,2009,1,2,2,6327.7632
8.195,0,0.031467128,0,91.8462,2002,3,1,1,2313.655
13.65,1,0.078786674,4,184.824,1997,2,0,1,3355.632
17.35,0,0.056032247,0,102.3016,2002,3,1,1,1619.2256
20.25,0,0.058935522,9,246.646,1997,2,0,1,2463.46
12.6,1,0.064577332,10,230.5352,1985,2,0,0,687.1056
16.1,0,0.034306962,6,252.3356,1997,2,0,1,3815.034
12.6,1,0.053586458,6,89.7856,1985,1,2,3,966.7416
17.6,1,0.076431919,10,113.2202,2009,1,2,2,2025.3636
18.0,0,0.039090105,13,148.4418,2002,3,1,1,4119.9704
12.5,0,0.031549131,8,99.0384,1998,3,2,0,197.0768
9.065,0,0.115233813,5,94.4094,1987,0,2,1,2856.282
16.85,1,0.159825617,5,195.5478,2004,2,1,1,4262.4516
16.0,0,0.073080167,9,228.4668,2007,3,1,1,2534.0348
9.3,0,0.066727717,5,181.6292,1987,0,2,1,2371.5796
6.215,0,0.012146608,6,37.9848,2004,2,1,1,782.9808
20.1,1,0.022552083,6,226.6036,2007,3,1,1,6831.108
8.77,1,0.047036036,6,170.5422,2007,3,1,1,2759.0752
16.25,0,0.087158654,4,95.141,2004,2,1,1,2220.443
15.15,0,0.027756137,0,150.4708,1987,0,2,1,2106.5912
13.15,0,0.092589917,9,159.5604,1987,0,2,1,1901.5248
12.15,0,0.0,9,117.615,1987,0,2,1,1514.695
12.6,0,0.077427883,5,41.8454,1985,2,0,0,41.9454
20.85,0,0.121227447,13,197.5452,2004,2,1,1,4306.3944
18.2,1,0.066284519,6,247.2092,2004,2,1,1,3486.1288
8.3,0,0.03549838,6,36.6506,2009,1,2,2,455.4072
6.195,0,0.072131519,13,120.1098,2002,3,1,1,2892.2352
15.1,0,0.0,6,216.4166,2002,3,1,1,2830.3158
11.5,0,0.021020616,8,130.7942,2002,3,1,1,2782.3782
19.0,0,0.111902259,5,105.4622,2004,2,1,1,1905.5196
10.5,0,0.071548187,5,120.2098,2009,1,2,2,602.549
8.8,0,0.071540443,13,210.6612,1999,1,0,1,2508.7344
12.6,0,0.121765124,8,264.1884,1985,2,0,0,264.9884
17.75,0,0.014609738,6,160.4262,2002,3,1,1,3182.524
12.6,1,0.080697998,5,39.8506,1985,2,0,0,37.9506
17.75,1,0.156802171,4,242.1538,2004,2,1,1,4326.3684
20.75,0,0.024144862,6,123.373,2004,2,1,1,2093.941
16.7,1,0.062297249,13,60.6562,2009,1,2,2,592.562
12.6,0,0.052058711,5,55.5588,1985,1,2,3,1145.176
13.85,0,0.031402114,11,40.248,2002,3,1,1,319.584
15.35,1,0.113217223,6,191.1504,1997,2,0,1,1725.7536
12.1,0,0.0,6,177.3002,2004,2,1,1,3044.7034
12.15,0,0.0,9,118.515,2009,1,2,2,1398.18
12.6,0,0.031139933,4,74.8012,1985,2,0,0,303.6048
16.35,0,0.013363902,11,106.128,2004,2,1,1,1917.504
12.6,0,0.030952737,6,160.1578,1985,1,2,3,3048.6982
7.27,0,0.07136748,14,111.8518,2009,1,2,2,2277.036
13.8,0,0.058192802,4,246.9802,1999,1,0,1,5896.3248
20.25,1,0.022976493,0,240.3538,1999,1,0,1,4086.0146
9.3,0,0.111220521,1,65.7826,1997,2,0,1,968.739
14.15,0,0.037967687,15,125.6046,1999,1,0,1,1618.5598
12.6,0,0.0,8,164.5526,1985,1,2,3,2302.3364
8.115,1,0.032158866,3,154.8972,1997,2,0,1,1713.7692
12.6,1,0.045068892,13,190.8872,1985,2,0,0,945.436
11.1,0,0.033176087,9,120.1124,2002,3,1,1,1896.1984
12.5,0,0.018845298,8,96.7384,2004,2,1,1,2759.0752
9.8,1,0.056375879,1,84.6908,2004,2,1,1,1006.6896
19.7,1,0.161356273,3,253.1014,2009,1,2,2,2805.0154
14.3,1,0.034605882,0,95.9726,2007,3,1,1,2153.1972
19.75,0,0.033942546,13,213.5902,1999,1,0,1,4460.1942
18.5,0,0.025740259,10,89.4172,1987,0,2,1,1605.9096
12.6,0,0.026938317,9,174.1396,1985,1,2,3,4012.1108
12.35,1,0.033754478,10,199.0426,2004,2,1,1,3361.6242
12.6,0,0.015375557,8,156.9604,1985,1,2,3,4278.4308
5.365,1,0.140458316,12,169.7764,1999,1,0,1,3263.7516
12.6,0,0.046333982,8,97.2384,1985,1,2,3,2660.5368
20.5,1,0.0,5,82.8592,2004,2,1,1,908.1512
8.71,0,0.139228412,3,49.5376,1997,2,0,1,1198.44
12.6,0,0.0,12,109.4596,1985,1,2,3,1833.6132
16.0,1,0.0,10,48.1718,2007,3,1,1,756.3488
17.6,0,0.00799436,4,171.6422,1987,0,2,1,3793.7284
20.7,1,0.121767168,5,118.9466,2002,3,1,1,353.5398
13.0,1,0.030083482,3,61.922,2004,2,1,1,1557.972
20.2,1,0.118025091,0,195.811,2007,3,1,1,2553.343
20.35,0,0.060649213,0,232.7616,1987,0,2,1,2812.3392
18.6,0,0.151931742,2,101.1358,1987,0,2,1,1105.8938
12.6,0,0.063831013,7,46.206,1985,1,2,3,1304.968
13.35,0,0.103091351,4,229.9352,2007,3,1,1,2519.3872
17.85,0,0.052389407,13,120.9072,2009,1,2,2,2817.6656
16.35,0,0.013355306,11,105.528,1987,0,2,1,2024.032
14.85,1,0.019550858,4,263.791,2002,3,1,1,4207.856
21.25,0,0.01005532,10,183.1608,2007,3,1,1,2756.412
14.15,0,0.034845668,13,242.7828,1987,0,2,1,3167.8764
17.2,1,0.025162022,3,145.9418,2004,2,1,1,1765.7016
12.6,0,0.022685222,6,161.592,1985,1,2,3,4314.384
10.85,0,0.162571649,13,107.4622,2002,3,1,1,529.311
20.35,1,0.014825605,6,233.2958,1997,2,0,1,4206.5244
16.35,0,0.058034349,9,124.802,1998,3,2,0,253.004
9.3,0,0.043785694,7,191.6846,1997,2,0,1,3057.3536
12.6,1,0.076798609,14,231.8958,1985,1,2,3,8413.0488
15.75,0,0.055241242,0,196.5452,2007,3,1,1,3131.9232
14.85,0,0.061102235,9,253.2698,2002,3,1,1,2283.0282
18.6,0,0.039517121,5,243.6802,2007,3,1,1,5896.3248
16.35,0,0.029565309,9,256.4646,2009,1,2,2,515.3292
9.695,1,0.128283243,0,226.1404,1997,2,0,1,3375.606
15.15,1,0.012332667,13,130.0284,2007,3,1,1,3559.3668
14.3,1,0.065195229,6,88.9856,2004,2,1,1,1669.8264
10.895,0,0.108253944,6,194.8794,1998,3,2,0,585.2382
8.39,0,0.121178848,9,165.1868,2007,3,1,1,2784.3756
18.35,0,0.0,4,151.934,1987,0,2,1,306.268
15.2,0,0.09698132,8,116.3492,1987,0,2,1,2548.6824
20.2,0,0.064351908,13,259.4646,2004,2,1,1,2061.3168
12.6,0,0.079419801,9,172.3106,1985,1,2,3,5475.5392
8.71,1,0.072301795,3,185.6924,2002,3,1,1,3331.6632
12.15,0,0.021719387,1,163.1184,2004,2,1,1,3467.4864
8.06,0,0.021420031,2,232.0326,2002,3,1,1,3003.4238
11.5,0,0.290430317,6,130.6652,1998,3,2,0,258.3304
14.85,0,0.018571641,3,187.3214,1997,2,0,1,4333.6922
11.8,0,0.0,6,45.2402,2009,1,2,2,1148.505
14.7,0,0.020952705,7,143.5128,1999,1,0,1,2444.8176
12.6,0,0.102371638,9,221.2456,1985,2,0,0,663.1368
18.75,0,0.034278798,9,214.1218,1987,0,2,1,4488.1578
7.235,0,0.0,13,115.1834,2002,3,1,1,1382.2008
12.6,0,0.038377013,6,211.5586,1985,1,2,3,4432.2306
19.6,0,0.025325897,8,150.9024,1999,1,0,1,3795.06
7.27,1,0.020898691,3,92.2488,2007,3,1,1,814.9392
15.1,1,0.105881129,6,42.0796,2002,3,1,1,454.0756
7.81,0,0.112906337,14,243.5486,1998,3,2,0,488.6972
7.81,1,0.055216312,3,125.5046,2004,2,1,1,3237.1196
6.465,0,0.125210375,3,266.8884,2007,3,1,1,1059.9536
12.6,0,0.058185842,9,220.8456,1985,1,2,3,4199.8664
10.8,0,0.098814721,10,100.5042,2009,1,2,2,1884.8798
9.5,1,0.022058724,10,196.8452,1997,2,0,1,3523.4136
20.7,1,0.100091576,6,125.5388,1987,0,2,1,2105.2596
8.895,0,0.075876602,7,235.9616,2007,3,1,1,1874.8928
15.6,0,0.037841362,13,125.2704,2009,1,2,2,2628.5784
9.0,0,0.081943273,5,214.5534,1987,0,2,1,3440.8544
19.35,0,0.016645164,5,120.9098,2002,3,1,1,1687.1372
19.7,1,0.018061324,10,102.599,2002,3,1,1,2063.98
12.6,1,0.028062401,1,44.0402,1985,2,0,0,91.8804
5.825,0,0.091857904,9,160.7894,2009,1,2,2,1617.894
12.6,0,0.036109413,6,140.6154,1985,1,2,3,4538.0928
12.85,0,0.108633372,6,233.8642,2009,1,2,2,2323.642
12.85,0,0.03324652,13,172.4422,2002,3,1,1,4483.4972
17.5,0,0.016720132,10,139.918,1987,0,2,1,419.454
17.0,0,0.055433377,4,221.1114,1997,2,0,1,4434.228
7.05,0,0.084966021,13,111.1912,1997,2,0,1,1965.4416
5.78,1,0.074135053,13,264.0568,2004,2,1,1,2109.2544
15.2,0,0.091745951,13,229.0352,2004,2,1,1,2290.352
12.6,0,0.056685383,6,178.437,1985,1,2,3,3175.866
11.35,1,0.00552947,6,169.279,2004,2,1,1,2376.906
17.5,0,0.013664703,5,257.7304,2002,3,1,1,5683.2688
16.25,0,0.087310672,4,95.541,1999,1,0,1,1544.656
12.85,0,0.022639195,6,179.7318,1999,1,0,1,2165.1816
12.6,0,0.016531033,5,122.4098,1985,1,2,3,3012.745
8.84,1,0.076873991,5,109.9228,2009,1,2,2,1547.3192
12.6,0,0.035863436,10,58.3562,1985,1,2,3,1125.8678
17.75,0,0.111301625,11,107.5912,1997,2,0,1,1528.6768
6.38,0,0.015193323,9,143.347,2002,3,1,1,858.882
12.6,1,0.046408928,3,153.2998,1985,1,2,3,3998.7948
10.65,0,0.0,6,57.1272,2004,2,1,1,279.636
13.1,0,0.07494003,4,75.0354,1997,2,0,1,902.8248
12.6,0,0.065119701,14,145.7128,1985,1,2,3,4026.7584
10.195,0,0.0,5,143.1154,2007,3,1,1,2410.8618
6.67,1,0.090456903,13,131.2626,2007,3,1,1,2098.6016
5.32,0,0.093071679,8,103.8674,2002,3,1,1,509.337
12.6,1,0.048292189,0,133.1626,1985,1,2,3,2492.0894
12.1,0,0.029902679,14,144.3444,2009,1,2,2,1161.1552
13.85,1,0.056547986,2,232.73,2009,1,2,2,6291.81
16.35,0,0.034726222,9,125.602,1999,1,0,1,3036.048
18.35,0,0.088908547,9,192.8504,1987,0,2,1,2876.256
15.5,1,0.044024163,6,102.0332,1998,3,2,0,102.5332
12.1,0,0.020568574,13,150.4734,1997,2,0,1,2078.6276
12.1,0,0.020564685,13,148.2734,2004,2,1,1,3266.4148
19.25,1,0.058226609,5,85.2908,1987,0,2,1,671.1264
8.71,1,0.072155462,3,183.3924,1997,2,0,1,3146.5708
10.5,0,0.027253711,9,170.9106,1987,0,2,1,3251.1014
11.6,1,0.144604071,4,240.8222,2009,1,2,2,3585.333
16.0,1,0.193477995,6,55.9246,1998,3,2,0,405.4722
6.865,0,0.056945936,13,214.6218,2002,3,1,1,1923.4962
10.395,0,0.031288338,12,159.5604,2002,3,1,1,2852.2872
8.05,1,0.078400465,6,259.0646,1997,2,0,1,4380.2982
5.785,1,0.038976089,6,264.2252,2007,3,1,1,3934.878
10.3,1,0.058918844,6,191.653,1999,1,0,1,5313.084
12.5,0,0.031176157,6,103.099,2009,1,2,2,722.393
7.63,0,0.061159246,14,92.5436,1999,1,0,1,1607.2412
13.5,1,0.0,13,78.396,2004,2,1,1,1438.128
17.5,0,0.052550476,13,101.299,2002,3,1,1,722.393
12.6,0,0.124448295,14,112.0518,1985,2,0,0,113.8518
8.21,0,0.010808272,7,150.5392,2009,1,2,2,1043.9744
11.65,1,0.010963269,10,110.9544,2009,1,2,2,335.5632
18.5,0,0.0,13,119.8124,2007,3,1,1,4029.4216
7.72,1,0.075035902,1,78.7986,2009,1,2,2,856.8846
5.88,0,0.024882614,9,149.4392,2004,2,1,1,1640.5312
6.85,0,0.022878953,5,262.3594,2004,2,1,1,3924.891
12.6,0,0.166572501,9,176.1712,1985,1,2,3,3691.1952
7.52,0,0.055081623,6,128.8994,1987,0,2,1,2055.9904
13.65,1,0.025920816,13,81.2302,1997,2,0,1,2059.9852
12.6,0,0.029500321,9,46.2086,1985,1,2,3,802.9548
6.985,1,0.137645467,10,185.2608,2002,3,1,1,2940.1728
12.6,0,0.0,13,240.6222,1985,1,2,3,4302.3996
9.3,0,0.026818196,4,248.9092,1998,3,2,0,498.0184
12.1,0,0.030102335,3,74.767,1987,0,2,1,2220.443
5.98,0,0.043740308,6,145.3418,2009,1,2,2,2354.2688
9.0,0,0.069653585,8,266.2884,1999,1,0,1,2914.8724
7.145,0,0.01785932,5,160.6578,2009,1,2,2,2246.4092
19.0,0,0.017755213,8,211.7244,2002,3,1,1,2752.4172
7.855,1,0.161875063,0,35.6848,2002,3,1,1,335.5632
19.5,0,0.128181759,1,156.1314,2004,2,1,1,2792.3652
8.71,0,0.121250374,3,92.7778,1997,2,0,1,1032.6558
11.5,0,0.014921093,15,173.908,2009,1,2,2,1211.756
18.85,0,0.040434372,9,244.3144,1999,1,0,1,5635.3312
13.65,1,0.031508924,3,98.77,2002,3,1,1,1697.79
6.135,0,0.079094835,14,114.386,1999,1,0,1,1018.674
5.655,0,0.175793413,14,146.9102,2009,1,2,2,1749.7224
14.85,1,0.019495051,4,261.291,1987,0,2,1,10256.649
20.75,1,0.063313974,2,153.7682,2004,2,1,1,1829.6184
10.0,0,0.0674819,13,234.859,2009,1,2,2,1181.795
10.3,0,0.070026951,4,263.6226,2004,2,1,1,6608.065
5.675,1,0.023496967,13,156.1288,1997,2,0,1,2828.3184
5.51,0,0.0,8,98.9726,2009,1,2,2,1565.9616
17.75,0,0.073559521,12,33.9216,2002,3,1,1,830.9184
17.75,0,0.07626905,0,113.1544,2009,1,2,2,1006.6896
8.365,1,0.039925235,6,189.2188,2002,3,1,1,4570.0512
12.6,1,0.093883945,3,200.4742,1985,2,0,0,398.1484
10.0,1,0.03773288,13,128.2994,1987,0,2,1,1413.4934
18.2,1,0.066400129,6,250.1092,1999,1,0,1,5727.2116
19.35,1,0.039920687,14,163.3868,2004,2,1,1,3439.5228
12.6,0,0.022351808,10,143.7812,1985,1,2,3,4986.842
7.39,0,0.120180894,11,141.447,1987,0,2,1,2290.352
7.945,0,0.015900971,13,163.821,1999,1,0,1,1794.331
16.0,1,0.172759093,13,157.0972,1997,2,0,1,4673.916
20.1,0,0.077454252,8,59.2536,1997,2,0,1,735.0432
20.6,0,0.039255412,6,94.4778,1998,3,2,0,93.8778
8.575,1,0.072252888,4,196.5794,2007,3,1,1,5267.1438
17.7,1,0.016664252,6,47.9034,2009,1,2,2,729.051
20.0,1,0.086187886,5,125.4678,1998,3,2,0,127.1678
5.695,0,0.109784056,5,256.0646,1998,3,2,0,1288.323
5.11,0,0.0,9,164.721,2009,1,2,2,3588.662
15.25,1,0.0,13,178.166,2002,3,1,1,4853.682
12.6,1,0.029023048,3,177.837,1985,1,2,3,6704.606
18.25,1,0.183142346,4,110.357,1987,0,2,1,2087.283
15.6,1,0.0,13,170.6132,1987,0,2,1,6595.4148
13.0,0,0.153857402,3,76.3986,1999,1,0,1,778.986
7.02,0,0.081290366,6,147.3734,1999,1,0,1,2524.0478
19.7,0,0.066935459,13,177.537,1997,2,0,1,3175.866
9.1,0,0.055514919,9,112.5518,1999,1,0,1,341.5554
8.0,1,0.050657232,1,249.9092,1998,3,2,0,249.0092
17.75,0,0.098108957,8,240.9196,2009,1,2,2,4579.3724
19.5,0,0.128405328,1,156.4314,1999,1,0,1,2326.971
7.685,0,0.025477448,8,145.276,1997,2,0,1,3515.424
9.6,0,0.040969757,8,188.7214,1998,3,2,0,376.8428
19.6,0,0.040550868,4,45.5718,1998,3,2,0,47.2718
17.6,0,0.175545889,13,163.6868,1998,3,2,0,163.7868
15.6,1,0.099344826,4,63.6194,2002,3,1,1,743.0328
12.65,0,0.042276746,9,108.4938,1999,1,0,1,1500.7132
12.6,0,0.013861607,0,94.4462,1985,1,2,3,2036.0164
12.6,1,0.076387367,13,112.1518,1985,1,2,3,3870.9612
14.5,0,0.08996026,8,159.5604,2002,3,1,1,1426.1436
6.425,0,0.010480751,3,116.5808,2009,1,2,2,2460.7968
9.695,0,0.070587419,7,176.9344,2002,3,1,1,5888.3352
19.6,0,0.03387323,14,56.1614,1987,0,2,1,828.921
20.7,0,0.039238384,9,152.8366,2004,2,1,1,2569.3222
12.6,0,0.024331586,4,34.9874,2007,3,1,1,529.311
8.275,0,0.110197977,9,104.2306,1987,0,2,1,3658.571
12.6,0,0.028048877,9,106.1964,1985,2,0,0,210.3928
19.85,0,0.045631231,6,128.102,1987,0,2,1,1265.02
7.36,0,0.087559621,5,55.2588,1998,3,2,0,229.0352
20.35,1,0.252865979,10,82.7276,1998,3,2,0,162.4552
17.7,1,0.135306012,15,183.7924,1999,1,0,1,2221.1088
12.6,0,0.126760908,2,176.937,1985,2,0,0,352.874
8.39,1,0.024201084,5,112.6176,2004,2,1,1,2175.8344
9.195,0,0.015856295,0,81.6592,2004,2,1,1,1403.5064
8.93,0,0.028411899,4,152.334,2004,2,1,1,2143.876
15.7,0,0.160529322,9,59.2562,1987,0,2,1,296.281
16.7,0,0.026771204,9,246.3776,2007,3,1,1,1981.4208
12.6,0,0.049934854,14,95.0752,1985,1,2,3,2588.6304
20.5,1,0.113045883,6,194.1478,2007,3,1,1,2906.217
12.6,0,0.015359722,9,163.7526,1985,1,2,3,1973.4312
11.65,0,0.034049703,12,112.286,2007,3,1,1,452.744
20.75,0,0.02128304,14,153.5024,1999,1,0,1,2428.8384
12.6,0,0.063462048,5,157.563,1985,1,2,3,1721.093
16.2,0,0.074019393,5,41.7454,1998,3,2,0,83.8908
10.195,1,0.017666978,15,239.4538,2002,3,1,1,4566.7222
12.6,0,0.124299531,9,73.4696,1985,2,0,0,298.2784
13.3,0,0.079739853,4,233.03,1987,0,2,1,5359.69
6.215,0,0.012167793,6,37.4848,1999,1,0,1,111.8544
6.67,1,0.0,13,90.5514,2009,1,2,2,974.0654
12.6,1,0.074338562,4,255.5356,2007,3,1,1,9664.7528
12.15,0,0.018407033,5,254.7698,2004,2,1,1,5834.4054
16.6,0,0.050369191,3,117.2124,1999,1,0,1,1422.1488
12.6,1,0.019837655,5,128.131,1985,1,2,3,1687.803
20.85,1,0.056465714,1,103.6648,1997,2,0,1,2285.0256
11.0,0,0.054928641,8,101.7358,2004,2,1,1,1508.037
15.6,0,0.066829875,11,185.5924,1999,1,0,1,3146.5708
12.6,0,0.122832172,4,217.685,1985,2,0,0,432.77
10.195,1,0.146692433,4,194.5794,2007,3,1,1,4096.6674
12.6,1,0.062827447,5,105.099,2002,3,1,1,1444.786
20.2,0,0.064464147,13,255.7646,1999,1,0,1,5410.9566
18.0,0,0.124959013,5,116.5124,2009,1,2,2,355.5372
6.75,1,0.0,4,96.7752,1999,1,0,1,1342.2528
12.35,1,0.15911489,10,158.1946,2009,1,2,2,1104.5622
7.59,1,0.145335007,6,173.108,2002,3,1,1,2077.296
14.8,0,0.081168135,10,190.5846,1999,1,0,1,3630.6074
5.11,0,0.034874689,9,161.721,1997,2,0,1,2446.815
6.38,0,0.031898175,4,177.4344,1997,2,0,1,1784.344
8.3,1,0.038211537,4,87.7198,1997,2,0,1,1569.9564
16.7,1,0.03874616,13,143.8102,2007,3,1,1,4811.7366
12.6,1,0.03443677,1,156.5288,1985,1,2,3,4870.9928
9.695,0,0.130261652,6,185.2898,2002,3,1,1,3367.6164
8.235,0,0.014456938,8,184.795,2004,2,1,1,1464.76
10.195,0,0.126383094,3,112.1886,1997,2,0,1,667.1316
10.695,1,0.127620811,4,119.244,1987,0,2,1,3475.476
8.38,1,0.046878474,0,109.857,2004,2,1,1,2306.997
11.65,0,0.220111117,0,153.0024,1998,3,2,0,455.4072
9.195,1,0.0471117,5,52.0666,2004,2,1,1,615.1992
8.1,1,0.019768503,3,88.6198,1997,2,0,1,1569.9564
18.6,0,0.015858893,13,152.9366,2007,3,1,1,453.4098
17.6,0,0.018905326,8,234.659,1997,2,0,1,8508.924
20.25,0,0.014280554,9,148.0418,2009,1,2,2,1177.1344
5.98,0,0.075675438,7,53.3614,1999,1,0,1,331.5684
18.75,0,0.010381661,9,207.8954,1999,1,0,1,2292.3494
5.82,1,0.077475884,6,255.333,2002,3,1,1,4870.327
8.52,0,0.02705936,14,153.3682,1997,2,0,1,914.8092
15.5,1,0.126199917,6,178.4028,2009,1,2,2,1239.7196
16.7,1,0.119462225,6,182.7976,1997,2,0,1,1810.976
9.6,1,0.027454997,13,258.1304,2009,1,2,2,2324.9736
9.13,0,0.051928034,9,151.4024,1999,1,0,1,1973.4312
10.5,1,0.0,15,78.296,1997,2,0,1,1438.128
17.0,0,0.119570595,5,249.7434,1999,1,0,1,4221.8378
12.6,0,0.033725743,13,211.6902,1985,1,2,3,4247.804
9.195,0,0.101275792,0,46.4744,2004,2,1,1,950.7624
10.1,0,0.056077574,9,117.8492,1997,2,0,1,1621.8888
8.18,0,0.0,9,140.5154,2002,3,1,1,1701.7848
8.655,1,0.088178053,13,122.6756,2004,2,1,1,2302.3364
17.85,1,0.046608497,6,122.9388,1997,2,0,1,3095.97
10.65,1,0.085119855,13,229.8668,2004,2,1,1,4146.6024
13.65,1,0.031418984,3,99.27,1987,0,2,1,2596.62
17.25,0,0.084809658,14,261.191,2007,3,1,1,3155.892
9.5,1,0.035350045,6,169.7448,2007,3,1,1,3579.3408
16.7,1,0.0,15,63.6168,1999,1,0,1,1342.2528
8.6,0,0.054601779,8,141.1154,1998,3,2,0,425.4462
19.25,0,0.102188428,4,54.3956,2009,1,2,2,1201.1032
11.0,1,0.133034816,3,222.0798,1987,0,2,1,2864.9374
9.895,0,0.16817143,14,237.7564,2002,3,1,1,3813.7024
14.0,1,0.029722659,4,143.4786,1997,2,0,1,1589.2646
7.365,0,0.042733625,6,226.972,2009,1,2,2,3848.324
20.85,1,0.062172698,0,90.2514,1987,0,2,1,619.8598
7.64,1,0.070704474,13,93.412,1997,2,0,1,1491.392
12.6,1,0.191500528,0,121.2098,1985,2,0,0,120.5098
17.7,1,0.122065518,10,103.3674,1999,1,0,1,2546.685
7.97,1,0.04021623,10,90.4514,2007,3,1,1,1328.271
12.35,0,0.041737627,8,33.1216,1997,2,0,1,519.324
8.42,0,0.11227101,8,63.2168,1997,2,0,1,703.0848
12.6,0,0.135075924,6,170.3106,1985,1,2,3,3422.212
6.305,1,0.12301331,13,93.2436,1987,0,2,1,2079.9592
5.92,1,0.019238942,14,49.8692,2002,3,1,1,1133.1916
15.1,1,0.067212845,13,260.2304,2002,3,1,1,4908.2776
17.35,0,0.280164929,9,177.5712,1998,3,2,0,527.3136
7.405,0,0.015271793,3,89.9146,1997,2,0,1,1550.6482
6.405,0,0.136512858,13,128.7678,1999,1,0,1,3052.0272
19.7,0,0.078034976,0,178.066,1999,1,0,1,3954.852
17.7,1,0.042649476,5,162.721,2009,1,2,2,978.726
17.6,0,0.104859135,13,161.8868,2004,2,1,1,4094.67
15.85,1,0.110202066,5,39.7506,1999,1,0,1,721.0614
17.5,0,0.01558456,6,185.1266,1999,1,0,1,4795.0916
12.6,0,0.060805497,14,150.8024,1985,1,2,3,3339.6528
9.6,0,0.036490369,6,140.8154,2007,3,1,1,1843.6002
11.0,1,0.088025298,5,158.063,2002,3,1,1,2659.871
20.75,1,0.129864461,12,240.188,2009,1,2,2,5992.2
12.6,0,0.0,14,89.4146,1985,1,2,3,2645.2234
16.6,0,0.084176826,3,118.0124,1998,3,2,0,592.562
12.5,1,0.062343432,0,199.7426,1997,2,0,1,593.2278
7.02,0,0.049942926,4,82.425,1999,1,0,1,1414.825
19.1,1,0.025867261,6,147.6418,2004,2,1,1,1471.418
5.785,1,0.038817121,6,262.6252,1999,1,0,1,524.6504
11.65,0,0.01941154,7,40.3164,2002,3,1,1,502.0132
19.0,0,0.216478153,9,190.1872,1998,3,2,0,567.2616
5.19,0,0.042707323,5,197.811,2002,3,1,1,2946.165
14.15,0,0.0,9,196.311,1997,2,0,1,3338.987
16.2,0,0.175898114,8,183.7608,2009,1,2,2,2940.1728
7.72,1,0.074847665,1,78.8986,1999,1,0,1,623.1888
